"Stknmec","Stkcd","Accper","AnaAttention","ReportAttention"
"中金黄金","600489","2004-12-31","1","2"
"中金黄金","600489","2005-12-31","3","4"
"中金黄金","600489","2006-12-31","10","15"
"中金黄金","600489","2007-12-31","4","5"
"中金黄金","600489","2008-12-31","28","52"
"中金黄金","600489","2009-12-31","16","26"
"中金黄金","600489","2010-12-31","25","40"
"中金黄金","600489","2011-12-31","23","33"
"中金黄金","600489","2012-12-31","34","52"
"中金黄金","600489","2013-12-31","16","30"
"中金黄金","600489","2014-12-31","10","14"
"中金黄金","600489","2015-12-31","6","6"
"中金黄金","600489","2016-12-31","6","9"
"中金黄金","600489","2017-12-31","5","6"
"中金黄金","600489","2018-12-31","6","9"
"中金黄金","600489","2019-12-31","8","14"
"中金黄金","600489","2020-12-31","7","9"
"中金黄金","600489","2021-12-31","2","3"
"中科合臣","600490","2003-12-31","2","2"
"中科合臣","600490","2004-12-31","",""
"中科合臣","600490","2005-12-31","",""
"中科合臣","600490","2006-12-31","",""
"中科合臣","600490","2007-12-31","",""
"中科合臣","600490","2008-12-31","",""
"中科合臣","600490","2009-12-31","","1"
"*ST 合臣","600490","2010-12-31","",""
"ST 合臣","600490","2011-12-31","",""
"中科合臣","600490","2012-12-31","",""
"鹏欣资源","600490","2013-12-31","",""
"鹏欣资源","600490","2014-12-31","",""
"鹏欣资源","600490","2015-12-31","2","3"
"鹏欣资源","600490","2016-12-31","2","2"
"鹏欣资源","600490","2017-12-31","4","5"
"鹏欣资源","600490","2018-12-31","3","3"
"鹏欣资源","600490","2019-12-31","3","3"
"鹏欣资源","600490","2020-12-31","",""
"鹏欣资源","600490","2021-12-31","",""
"龙元建设","600491","2004-12-31","",""
"G 龙元","600491","2005-12-31","5","9"
"龙元建设","600491","2006-12-31","2","3"
"龙元建设","600491","2007-12-31","3","9"
"龙元建设","600491","2008-12-31","12","24"
"龙元建设","600491","2009-12-31","10","22"
"龙元建设","600491","2010-12-31","3","7"
"龙元建设","600491","2011-12-31","2","2"
"龙元建设","600491","2012-12-31","1","1"
"龙元建设","600491","2013-12-31","1","2"
"龙元建设","600491","2014-12-31","1","1"
"龙元建设","600491","2015-12-31","3","7"
"龙元建设","600491","2016-12-31","12","25"
"龙元建设","600491","2017-12-31","18","39"
"龙元建设","600491","2018-12-31","17","30"
"龙元建设","600491","2019-12-31","8","17"
"龙元建设","600491","2020-12-31","9","14"
"龙元建设","600491","2021-12-31","7","9"
"凤竹纺织","600493","2004-12-31","5","6"
"凤竹纺织","600493","2005-12-31","5","7"
"凤竹纺织","600493","2006-12-31","4","5"
"凤竹纺织","600493","2007-12-31","1","1"
"凤竹纺织","600493","2008-12-31","2","2"
"凤竹纺织","600493","2009-12-31","","2"
"凤竹纺织","600493","2010-12-31","",""
"凤竹纺织","600493","2011-12-31","",""
"凤竹纺织","600493","2012-12-31","1","1"
"凤竹纺织","600493","2013-12-31","",""
"凤竹纺织","600493","2014-12-31","",""
"凤竹纺织","600493","2015-12-31","",""
"凤竹纺织","600493","2016-12-31","1","1"
"凤竹纺织","600493","2017-12-31","",""
"凤竹纺织","600493","2018-12-31","",""
"凤竹纺织","600493","2019-12-31","",""
"凤竹纺织","600493","2020-12-31","",""
"凤竹纺织","600493","2021-12-31","",""
"晋西车轴","600495","2004-12-31","1","1"
"G 晋西","600495","2005-12-31","4","4"
"晋西车轴","600495","2006-12-31","12","22"
"晋西车轴","600495","2007-12-31","9","14"
"晋西车轴","600495","2008-12-31","20","31"
"晋西车轴","600495","2009-12-31","13","20"
"晋西车轴","600495","2010-12-31","10","13"
"晋西车轴","600495","2011-12-31","5","10"
"晋西车轴","600495","2012-12-31","13","22"
"晋西车轴","600495","2013-12-31","13","21"
"晋西车轴","600495","2014-12-31","2","3"
"晋西车轴","600495","2015-12-31","",""
"晋西车轴","600495","2016-12-31","",""
"晋西车轴","600495","2017-12-31","2","3"
"晋西车轴","600495","2018-12-31","1","1"
"晋西车轴","600495","2019-12-31","",""
"晋西车轴","600495","2020-12-31","",""
"晋西车轴","600495","2021-12-31","",""
"长江股份","600496","2002-12-31","",""
"长江股份","600496","2003-12-31","",""
"长江精工","600496","2004-12-31","",""
"G 精工钢","600496","2005-12-31","1","2"
"长江精工","600496","2006-12-31","1","1"
"长江精工","600496","2007-12-31","2","5"
"精工钢构","600496","2008-12-31","5","7"
"精工钢构","600496","2009-12-31","12","22"
"精工钢构","600496","2010-12-31","14","24"
"精工钢构","600496","2011-12-31","17","49"
"精工钢构","600496","2012-12-31","14","25"
"精工钢构","600496","2013-12-31","13","18"
"精工钢构","600496","2014-12-31","12","24"
"精工钢构","600496","2015-12-31","9","13"
"精工钢构","600496","2016-12-31","8","11"
"精工钢构","600496","2017-12-31","9","9"
"精工钢构","600496","2018-12-31","7","10"
"精工钢构","600496","2019-12-31","16","29"
"精工钢构","600496","2020-12-31","18","89"
"精工钢构","600496","2021-12-31","21","58"
"驰宏锌锗","600497","2004-12-31","3","3"
"驰宏锌锗","600497","2005-12-31","12","15"
"驰宏锌锗","600497","2006-12-31","15","22"
"驰宏锌锗","600497","2007-12-31","3","4"
"驰宏锌锗","600497","2008-12-31","14","22"
"驰宏锌锗","600497","2009-12-31","16","26"
"驰宏锌锗","600497","2010-12-31","16","27"
"驰宏锌锗","600497","2011-12-31","27","56"
"驰宏锌锗","600497","2012-12-31","14","19"
"驰宏锌锗","600497","2013-12-31","13","23"
"驰宏锌锗","600497","2014-12-31","3","3"
"驰宏锌锗","600497","2015-12-31","5","5"
"驰宏锌锗","600497","2016-12-31","11","21"
"驰宏锌锗","600497","2017-12-31","8","12"
"驰宏锌锗","600497","2018-12-31","14","16"
"驰宏锌锗","600497","2019-12-31","7","11"
"驰宏锌锗","600497","2020-12-31","8","10"
"驰宏锌锗","600497","2021-12-31","8","11"
"烽火通信","600498","2001-12-31","",""
"烽火通信","600498","2002-12-31","",""
"烽火通信","600498","2003-12-31","",""
"烽火通信","600498","2004-12-31","2","3"
"烽火通信","600498","2005-12-31","3","5"
"烽火通信","600498","2006-12-31","8","11"
"烽火通信","600498","2007-12-31","8","11"
"烽火通信","600498","2008-12-31","16","28"
"烽火通信","600498","2009-12-31","28","58"
"烽火通信","600498","2010-12-31","32","52"
"烽火通信","600498","2011-12-31","26","43"
"烽火通信","600498","2012-12-31","37","78"
"烽火通信","600498","2013-12-31","31","77"
"烽火通信","600498","2014-12-31","14","28"
"烽火通信","600498","2015-12-31","10","32"
"烽火通信","600498","2016-12-31","24","63"
"烽火通信","600498","2017-12-31","42","91"
"烽火通信","600498","2018-12-31","51","114"
"烽火通信","600498","2019-12-31","28","56"
"烽火通信","600498","2020-12-31","14","19"
"烽火通信","600498","2021-12-31","2","2"
"科达机电","600499","2002-12-31","",""
"科达机电","600499","2003-12-31","",""
"科达机电","600499","2004-12-31","",""
"科达机电","600499","2005-12-31","3","3"
"科达机电","600499","2006-12-31","1","1"
"科达机电","600499","2007-12-31","3","6"
"科达机电","600499","2008-12-31","10","19"
"科达机电","600499","2009-12-31","10","18"
"科达机电","600499","2010-12-31","9","30"
"科达机电","600499","2011-12-31","10","23"
"科达机电","600499","2012-12-31","11","22"
"科达机电","600499","2013-12-31","17","53"
"科达洁能","600499","2014-12-31","19","44"
"科达洁能","600499","2015-12-31","4","12"
"科达洁能","600499","2016-12-31","15","31"
"科达洁能","600499","2017-12-31","20","51"
"科达洁能","600499","2018-12-31","6","11"
"科达洁能","600499","2019-12-31","3","5"
"科达制造","600499","2020-12-31","4","9"
"科达制造","600499","2021-12-31","9","22"
"中化国际","600500","2001-12-31","",""
"中化国际","600500","2002-12-31","",""
"中化国际","600500","2003-12-31","1","1"
"中化国际","600500","2004-12-31","4","5"
"G 中化","600500","2005-12-31","7","8"
"中化国际","600500","2006-12-31","9","15"
"中化国际","600500","2007-12-31","1","1"
"中化国际","600500","2008-12-31","7","13"
"中化国际","600500","2009-12-31","5","8"
"中化国际","600500","2010-12-31","6","10"
"中化国际","600500","2011-12-31","1","1"
"中化国际","600500","2012-12-31","7","16"
"中化国际","600500","2013-12-31","11","19"
"中化国际","600500","2014-12-31","8","12"
"中化国际","600500","2015-12-31","3","3"
"中化国际","600500","2016-12-31","8","17"
"中化国际","600500","2017-12-31","12","19"
"中化国际","600500","2018-12-31","5","6"
"中化国际","600500","2019-12-31","1","1"
"中化国际","600500","2020-12-31","2","2"
"中化国际","600500","2021-12-31","2","2"
"航天晨光","600501","2001-12-31","",""
"航天晨光","600501","2002-12-31","",""
"航天晨光","600501","2003-12-31","",""
"航天晨光","600501","2004-12-31","",""
"航天晨光","600501","2005-12-31","2","2"
"航天晨光","600501","2006-12-31","2","2"
"航天晨光","600501","2007-12-31","",""
"航天晨光","600501","2008-12-31","",""
"航天晨光","600501","2009-12-31","2","3"
"航天晨光","600501","2010-12-31","1","2"
"航天晨光","600501","2011-12-31","3","3"
"航天晨光","600501","2012-12-31","2","3"
"航天晨光","600501","2013-12-31","1","1"
"航天晨光","600501","2014-12-31","1","2"
"航天晨光","600501","2015-12-31","2","2"
"航天晨光","600501","2016-12-31","3","4"
"航天晨光","600501","2017-12-31","2","2"
"航天晨光","600501","2018-12-31","",""
"航天晨光","600501","2019-12-31","",""
"航天晨光","600501","2020-12-31","",""
"航天晨光","600501","2021-12-31","",""
"安徽水利","600502","2003-12-31","2","2"
"安徽水利","600502","2004-12-31","",""
"安徽水利","600502","2005-12-31","",""
"安徽水利","600502","2006-12-31","",""
"安徽水利","600502","2007-12-31","1","1"
"安徽水利","600502","2008-12-31","",""
"安徽水利","600502","2009-12-31","3","6"
"安徽水利","600502","2010-12-31","4","5"
"安徽水利","600502","2011-12-31","2","4"
"安徽水利","600502","2012-12-31","5","7"
"安徽水利","600502","2013-12-31","4","6"
"安徽水利","600502","2014-12-31","6","13"
"安徽水利","600502","2015-12-31","10","14"
"安徽水利","600502","2016-12-31","13","17"
"安徽水利","600502","2017-12-31","16","28"
"安徽水利","600502","2018-12-31","9","14"
"安徽建工","600502","2019-12-31","6","12"
"安徽建工","600502","2020-12-31","4","6"
"安徽建工","600502","2021-12-31","3","9"
"宏智科技","600503","2002-12-31","",""
"宏智科技","600503","2003-12-31","2","2"
"ST 宏智","600503","2004-12-31","",""
"*ST 新智","600503","2005-12-31","",""
"SST 新智","600503","2006-12-31","1","1"
"SST 新智","600503","2007-12-31","1","1"
"华丽家族","600503","2008-12-31","1","2"
"华丽家族","600503","2009-12-31","4","6"
"华丽家族","600503","2010-12-31","6","9"
"华丽家族","600503","2011-12-31","5","7"
"华丽家族","600503","2012-12-31","1","3"
"华丽家族","600503","2013-12-31","",""
"华丽家族","600503","2014-12-31","1","1"
"华丽家族","600503","2015-12-31","2","2"
"华丽家族","600503","2016-12-31","",""
"华丽家族","600503","2017-12-31","",""
"华丽家族","600503","2018-12-31","",""
"华丽家族","600503","2019-12-31","",""
"华丽家族","600503","2020-12-31","",""
"华丽家族","600503","2021-12-31","",""
"西昌电力","600505","2002-12-31","1","1"
"西昌电力","600505","2003-12-31","1","1"
"西昌电力","600505","2004-12-31","",""
"西昌电力","600505","2005-12-31","",""
"S 西昌电","600505","2006-12-31","",""
"西昌电力","600505","2007-12-31","",""
"西昌电力","600505","2008-12-31","",""
"西昌电力","600505","2009-12-31","4","9"
"西昌电力","600505","2010-12-31","3","3"
"西昌电力","600505","2011-12-31","4","4"
"西昌电力","600505","2012-12-31","2","2"
"西昌电力","600505","2013-12-31","",""
"西昌电力","600505","2014-12-31","",""
"西昌电力","600505","2015-12-31","1","1"
"西昌电力","600505","2016-12-31","2","3"
"西昌电力","600505","2017-12-31","",""
"西昌电力","600505","2018-12-31","",""
"西昌电力","600505","2019-12-31","",""
"西昌电力","600505","2020-12-31","",""
"西昌电力","600505","2021-12-31","",""
"香梨股份","600506","2001-12-31","",""
"香梨股份","600506","2002-12-31","",""
"香梨股份","600506","2003-12-31","",""
"香梨股份","600506","2004-12-31","",""
"香梨股份","600506","2005-12-31","",""
"香梨股份","600506","2006-12-31","",""
"香梨股份","600506","2007-12-31","",""
"香梨股份","600506","2008-12-31","1","1"
"*ST 香梨","600506","2009-12-31","",""
"ST 香梨","600506","2010-12-31","",""
"ST 香梨","600506","2011-12-31","",""
"香梨股份","600506","2012-12-31","",""
"香梨股份","600506","2013-12-31","1","1"
"香梨股份","600506","2014-12-31","",""
"香梨股份","600506","2015-12-31","",""
"香梨股份","600506","2016-12-31","",""
"香梨股份","600506","2017-12-31","",""
"香梨股份","600506","2018-12-31","",""
"香梨股份","600506","2019-12-31","",""
"香梨股份","600506","2020-12-31","",""
"*ST 香梨","600506","2021-12-31","",""
"长力股份","600507","2003-12-31","3","3"
"长力股份","600507","2004-12-31","1","1"
"G 长力","600507","2005-12-31","3","4"
"长力股份","600507","2006-12-31","",""
"长力股份","600507","2007-12-31","",""
"长力股份","600507","2008-12-31","2","4"
"方大特钢","600507","2009-12-31","3","4"
"方大特钢","600507","2010-12-31","8","17"
"方大特钢","600507","2011-12-31","4","8"
"方大特钢","600507","2012-12-31","18","31"
"方大特钢","600507","2013-12-31","17","36"
"方大特钢","600507","2014-12-31","7","11"
"方大特钢","600507","2015-12-31","5","12"
"方大特钢","600507","2016-12-31","6","21"
"方大特钢","600507","2017-12-31","15","32"
"方大特钢","600507","2018-12-31","15","29"
"方大特钢","600507","2019-12-31","24","47"
"方大特钢","600507","2020-12-31","18","33"
"方大特钢","600507","2021-12-31","11","15"
"上海能源","600508","2001-12-31","",""
"上海能源","600508","2002-12-31","",""
"上海能源","600508","2003-12-31","2","2"
"上海能源","600508","2004-12-31","1","1"
"上海能源","600508","2005-12-31","5","7"
"上海能源","600508","2006-12-31","5","6"
"上海能源","600508","2007-12-31","",""
"上海能源","600508","2008-12-31","6","11"
"上海能源","600508","2009-12-31","5","8"
"上海能源","600508","2010-12-31","10","13"
"上海能源","600508","2011-12-31","8","12"
"上海能源","600508","2012-12-31","5","10"
"上海能源","600508","2013-12-31","3","5"
"上海能源","600508","2014-12-31","2","3"
"上海能源","600508","2015-12-31","1","1"
"上海能源","600508","2016-12-31","3","4"
"上海能源","600508","2017-12-31","6","8"
"上海能源","600508","2018-12-31","4","6"
"上海能源","600508","2019-12-31","4","4"
"上海能源","600508","2020-12-31","1","1"
"上海能源","600508","2021-12-31","1","1"
"天富热电","600509","2002-12-31","",""
"天富热电","600509","2003-12-31","",""
"天富热电","600509","2004-12-31","",""
"天富热电","600509","2005-12-31","",""
"天富热电","600509","2006-12-31","",""
"天富热电","600509","2007-12-31","4","7"
"天富热电","600509","2008-12-31","6","13"
"天富热电","600509","2009-12-31","5","5"
"天富热电","600509","2010-12-31","4","5"
"天富热电","600509","2011-12-31","2","2"
"天富热电","600509","2012-12-31","7","13"
"天富热电","600509","2013-12-31","11","17"
"天富能源","600509","2014-12-31","3","6"
"天富能源","600509","2015-12-31","2","2"
"天富能源","600509","2016-12-31","",""
"天富能源","600509","2017-12-31","1","2"
"天富能源","600509","2018-12-31","",""
"天富能源","600509","2019-12-31","",""
"天富能源","600509","2020-12-31","",""
"天富能源","600509","2021-12-31","",""
"黑牡丹","600510","2002-12-31","2","2"
"黑牡丹","600510","2003-12-31","1","2"
"黑牡丹","600510","2004-12-31","",""
"黑牡丹","600510","2005-12-31","9","11"
"黑牡丹","600510","2006-12-31","6","9"
"黑牡丹","600510","2007-12-31","",""
"黑牡丹","600510","2008-12-31","1","1"
"黑牡丹","600510","2009-12-31","7","10"
"黑牡丹","600510","2010-12-31","8","12"
"黑牡丹","600510","2011-12-31","4","11"
"黑牡丹","600510","2012-12-31","2","2"
"黑牡丹","600510","2013-12-31","2","6"
"黑牡丹","600510","2014-12-31","2","5"
"黑牡丹","600510","2015-12-31","1","3"
"黑牡丹","600510","2016-12-31","1","4"
"黑牡丹","600510","2017-12-31","2","3"
"黑牡丹","600510","2018-12-31","",""
"黑牡丹","600510","2019-12-31","",""
"黑牡丹","600510","2020-12-31","",""
"黑牡丹","600510","2021-12-31","2","2"
"国药股份","600511","2002-12-31","",""
"国药股份","600511","2003-12-31","1","1"
"国药股份","600511","2004-12-31","",""
"国药股份","600511","2005-12-31","1","1"
"国药股份","600511","2006-12-31","6","11"
"国药股份","600511","2007-12-31","15","18"
"国药股份","600511","2008-12-31","22","41"
"国药股份","600511","2009-12-31","22","36"
"国药股份","600511","2010-12-31","16","24"
"国药股份","600511","2011-12-31","14","26"
"国药股份","600511","2012-12-31","13","23"
"国药股份","600511","2013-12-31","19","35"
"国药股份","600511","2014-12-31","19","30"
"国药股份","600511","2015-12-31","15","23"
"国药股份","600511","2016-12-31","16","28"
"国药股份","600511","2017-12-31","18","36"
"国药股份","600511","2018-12-31","17","40"
"国药股份","600511","2019-12-31","14","32"
"国药股份","600511","2020-12-31","14","28"
"国药股份","600511","2021-12-31","4","8"
"腾达建设","600512","2002-12-31","",""
"腾达建设","600512","2003-12-31","",""
"腾达建设","600512","2004-12-31","",""
"腾达建设","600512","2005-12-31","",""
"腾达建设","600512","2006-12-31","",""
"腾达建设","600512","2007-12-31","",""
"腾达建设","600512","2008-12-31","",""
"腾达建设","600512","2009-12-31","1","3"
"腾达建设","600512","2010-12-31","",""
"腾达建设","600512","2011-12-31","",""
"腾达建设","600512","2012-12-31","",""
"腾达建设","600512","2013-12-31","",""
"腾达建设","600512","2014-12-31","",""
"腾达建设","600512","2015-12-31","",""
"腾达建设","600512","2016-12-31","6","15"
"腾达建设","600512","2017-12-31","4","10"
"腾达建设","600512","2018-12-31","1","1"
"腾达建设","600512","2019-12-31","1","4"
"腾达建设","600512","2020-12-31","",""
"腾达建设","600512","2021-12-31","",""
"联环药业","600513","2003-12-31","1","1"
"联环药业","600513","2004-12-31","",""
"联环药业","600513","2005-12-31","1","1"
"联环药业","600513","2006-12-31","",""
"联环药业","600513","2007-12-31","",""
"联环药业","600513","2008-12-31","",""
"联环药业","600513","2009-12-31","1","2"
"联环药业","600513","2010-12-31","1","1"
"联环药业","600513","2011-12-31","1","1"
"联环药业","600513","2012-12-31","",""
"联环药业","600513","2013-12-31","",""
"联环药业","600513","2014-12-31","",""
"联环药业","600513","2015-12-31","3","3"
"联环药业","600513","2016-12-31","",""
"联环药业","600513","2017-12-31","",""
"联环药业","600513","2018-12-31","",""
"联环药业","600513","2019-12-31","",""
"联环药业","600513","2020-12-31","",""
"联环药业","600513","2021-12-31","",""
"第一投资","600515","2002-12-31","",""
"第一投资","600515","2003-12-31","",""
"第一投资","600515","2004-12-31","",""
"ST 一投","600515","2005-12-31","",""
"S*ST 一投","600515","2006-12-31","",""
"ST 一投","600515","2007-12-31","",""
"ST 筑信","600515","2008-12-31","",""
"ST 筑信","600515","2009-12-31","","1"
"*ST 筑信","600515","2010-12-31","",""
"ST 海建","600515","2011-12-31","1","1"
"海岛建设","600515","2012-12-31","",""
"海岛建设","600515","2013-12-31","",""
"海岛建设","600515","2014-12-31","",""
"海岛建设","600515","2015-12-31","",""
"海航基础","600515","2016-12-31","5","9"
"海航基础","600515","2017-12-31","3","7"
"海航基础","600515","2018-12-31","",""
"海航基础","600515","2019-12-31","",""
"海航基础","600515","2020-12-31","1","1"
"*ST 基础","600515","2021-12-31","",""
"海龙科技","600516","2002-12-31","1","1"
"海龙科技","600516","2003-12-31","",""
"海龙科技","600516","2004-12-31","",""
"海龙科技","600516","2005-12-31","",""
"S*ST 海龙","600516","2006-12-31","",""
"ST 方大","600516","2007-12-31","1","1"
"方大炭素","600516","2008-12-31","2","2"
"方大炭素","600516","2009-12-31","4","8"
"方大炭素","600516","2010-12-31","6","10"
"方大炭素","600516","2011-12-31","19","39"
"方大炭素","600516","2012-12-31","16","24"
"方大炭素","600516","2013-12-31","5","23"
"方大炭素","600516","2014-12-31","7","38"
"方大炭素","600516","2015-12-31","5","17"
"方大炭素","600516","2016-12-31","3","6"
"方大炭素","600516","2017-12-31","9","33"
"方大炭素","600516","2018-12-31","4","7"
"方大炭素","600516","2019-12-31","6","6"
"方大炭素","600516","2020-12-31","1","1"
"方大炭素","600516","2021-12-31","4","8"
"贵州茅台","600519","2001-12-31","1","2"
"贵州茅台","600519","2002-12-31","1","2"
"贵州茅台","600519","2003-12-31","1","2"
"贵州茅台","600519","2004-12-31","5","7"
"贵州茅台","600519","2005-12-31","9","14"
"贵州茅台","600519","2006-12-31","16","22"
"贵州茅台","600519","2007-12-31","25","37"
"贵州茅台","600519","2008-12-31","42","101"
"贵州茅台","600519","2009-12-31","41","84"
"贵州茅台","600519","2010-12-31","48","106"
"贵州茅台","600519","2011-12-31","44","116"
"贵州茅台","600519","2012-12-31","65","171"
"贵州茅台","600519","2013-12-31","56","147"
"贵州茅台","600519","2014-12-31","40","133"
"贵州茅台","600519","2015-12-31","43","84"
"贵州茅台","600519","2016-12-31","46","150"
"贵州茅台","600519","2017-12-31","66","165"
"贵州茅台","600519","2018-12-31","59","135"
"贵州茅台","600519","2019-12-31","74","240"
"贵州茅台","600519","2020-12-31","75","185"
"贵州茅台","600519","2021-12-31","70","195"
"三佳模具","600520","2002-12-31","1","1"
"三佳模具","600520","2003-12-31","1","1"
"三佳科技","600520","2004-12-31","",""
"三佳科技","600520","2005-12-31","",""
"三佳科技","600520","2006-12-31","1","1"
"三佳科技","600520","2007-12-31","",""
"三佳科技","600520","2008-12-31","",""
"三佳科技","600520","2009-12-31","","1"
"三佳科技","600520","2010-12-31","2","2"
"中发科技","600520","2011-12-31","",""
"中发科技","600520","2012-12-31","",""
"中发科技","600520","2013-12-31","",""
"中发科技","600520","2014-12-31","",""
"中发科技","600520","2015-12-31","1","1"
"*ST 中发","600520","2016-12-31","2","2"
"文一科技","600520","2017-12-31","",""
"文一科技","600520","2018-12-31","",""
"文一科技","600520","2019-12-31","",""
"文一科技","600520","2020-12-31","",""
"文一科技","600520","2021-12-31","",""
"华海药业","600521","2003-12-31","8","10"
"华海药业","600521","2004-12-31","4","6"
"G 华海","600521","2005-12-31","13","15"
"华海药业","600521","2006-12-31","17","25"
"华海药业","600521","2007-12-31","14","23"
"华海药业","600521","2008-12-31","21","46"
"华海药业","600521","2009-12-31","13","25"
"华海药业","600521","2010-12-31","15","26"
"华海药业","600521","2011-12-31","27","62"
"华海药业","600521","2012-12-31","26","39"
"华海药业","600521","2013-12-31","29","62"
"华海药业","600521","2014-12-31","9","30"
"华海药业","600521","2015-12-31","14","42"
"华海药业","600521","2016-12-31","23","47"
"华海药业","600521","2017-12-31","20","50"
"华海药业","600521","2018-12-31","29","65"
"华海药业","600521","2019-12-31","",""
"华海药业","600521","2020-12-31","9","12"
"华海药业","600521","2021-12-31","3","4"
"中天科技","600522","2002-12-31","",""
"中天科技","600522","2003-12-31","1","1"
"中天科技","600522","2004-12-31","",""
"中天科技","600522","2005-12-31","",""
"中天科技","600522","2006-12-31","2","6"
"中天科技","600522","2007-12-31","11","14"
"中天科技","600522","2008-12-31","16","35"
"中天科技","600522","2009-12-31","30","69"
"中天科技","600522","2010-12-31","24","37"
"中天科技","600522","2011-12-31","21","47"
"中天科技","600522","2012-12-31","24","41"
"中天科技","600522","2013-12-31","26","60"
"中天科技","600522","2014-12-31","17","38"
"中天科技","600522","2015-12-31","10","26"
"中天科技","600522","2016-12-31","25","56"
"中天科技","600522","2017-12-31","30","59"
"中天科技","600522","2018-12-31","12","15"
"中天科技","600522","2019-12-31","6","8"
"中天科技","600522","2020-12-31","13","36"
"中天科技","600522","2021-12-31","18","29"
"贵航股份","600523","2001-12-31","",""
"贵航股份","600523","2002-12-31","1","1"
"贵航股份","600523","2003-12-31","",""
"贵航股份","600523","2004-12-31","",""
"贵航股份","600523","2005-12-31","",""
"贵航股份","600523","2006-12-31","",""
"贵航股份","600523","2007-12-31","1","1"
"贵航股份","600523","2008-12-31","4","5"
"贵航股份","600523","2009-12-31","11","14"
"贵航股份","600523","2010-12-31","6","10"
"贵航股份","600523","2011-12-31","1","2"
"贵航股份","600523","2012-12-31","",""
"贵航股份","600523","2013-12-31","2","3"
"贵航股份","600523","2014-12-31","",""
"贵航股份","600523","2015-12-31","",""
"贵航股份","600523","2016-12-31","",""
"贵航股份","600523","2017-12-31","",""
"贵航股份","600523","2018-12-31","",""
"贵航股份","600523","2019-12-31","",""
"贵航股份","600523","2020-12-31","",""
"贵航股份","600523","2021-12-31","",""
"长园新材","600525","2002-12-31","1","1"
"长园新材","600525","2003-12-31","",""
"长园新材","600525","2004-12-31","",""
"G 长园","600525","2005-12-31","2","2"
"长园新材","600525","2006-12-31","3","10"
"长园新材","600525","2007-12-31","2","3"
"长园集团","600525","2008-12-31","4","10"
"长园集团","600525","2009-12-31","3","9"
"长园集团","600525","2010-12-31","11","23"
"长园集团","600525","2011-12-31","8","15"
"长园集团","600525","2012-12-31","6","17"
"长园集团","600525","2013-12-31","10","22"
"长园集团","600525","2014-12-31","9","19"
"长园集团","600525","2015-12-31","9","24"
"长园集团","600525","2016-12-31","20","50"
"长园集团","600525","2017-12-31","29","56"
"长园集团","600525","2018-12-31","12","24"
"长园集团","600525","2019-12-31","1","1"
"长园集团","600525","2020-12-31","",""
"长园集团","600525","2021-12-31","",""
"菲达环保","600526","2002-12-31","1","1"
"菲达环保","600526","2003-12-31","",""
"菲达环保","600526","2004-12-31","1","1"
"菲达环保","600526","2005-12-31","1","1"
"菲达环保","600526","2006-12-31","2","2"
"菲达环保","600526","2007-12-31","1","1"
"菲达环保","600526","2008-12-31","1","2"
"菲达环保","600526","2009-12-31","","1"
"菲达环保","600526","2010-12-31","1","1"
"菲达环保","600526","2011-12-31","1","2"
"菲达环保","600526","2012-12-31","",""
"菲达环保","600526","2013-12-31","1","1"
"菲达环保","600526","2014-12-31","6","10"
"菲达环保","600526","2015-12-31","1","1"
"菲达环保","600526","2016-12-31","",""
"菲达环保","600526","2017-12-31","",""
"菲达环保","600526","2018-12-31","",""
"*ST 菲达","600526","2019-12-31","",""
"菲达环保","600526","2020-12-31","",""
"菲达环保","600526","2021-12-31","",""
"江南高纤","600527","2003-12-31","3","3"
"江南高纤","600527","2004-12-31","",""
"G 高纤","600527","2005-12-31","1","1"
"江南高纤","600527","2006-12-31","4","6"
"江南高纤","600527","2007-12-31","5","9"
"江南高纤","600527","2008-12-31","5","8"
"江南高纤","600527","2009-12-31","8","9"
"江南高纤","600527","2010-12-31","3","8"
"江南高纤","600527","2011-12-31","5","10"
"江南高纤","600527","2012-12-31","11","19"
"江南高纤","600527","2013-12-31","17","33"
"江南高纤","600527","2014-12-31","3","5"
"江南高纤","600527","2015-12-31","1","2"
"江南高纤","600527","2016-12-31","4","4"
"江南高纤","600527","2017-12-31","1","1"
"江南高纤","600527","2018-12-31","",""
"江南高纤","600527","2019-12-31","",""
"江南高纤","600527","2020-12-31","",""
"江南高纤","600527","2021-12-31","",""
"中铁二局","600528","2001-12-31","",""
"中铁二局","600528","2002-12-31","",""
"中铁二局","600528","2003-12-31","1","1"
"中铁二局","600528","2004-12-31","",""
"G 中铁","600528","2005-12-31","2","2"
"中铁二局","600528","2006-12-31","4","7"
"中铁二局","600528","2007-12-31","4","8"
"中铁二局","600528","2008-12-31","9","13"
"中铁二局","600528","2009-12-31","17","33"
"中铁二局","600528","2010-12-31","13","22"
"中铁二局","600528","2011-12-31","6","10"
"中铁二局","600528","2012-12-31","7","8"
"中铁二局","600528","2013-12-31","",""
"中铁二局","600528","2014-12-31","1","1"
"中铁二局","600528","2015-12-31","",""
"中铁二局","600528","2016-12-31","",""
"中铁工业","600528","2017-12-31","11","25"
"中铁工业","600528","2018-12-31","17","39"
"中铁工业","600528","2019-12-31","11","18"
"中铁工业","600528","2020-12-31","8","15"
"中铁工业","600528","2021-12-31","1","6"
"山东药玻","600529","2002-12-31","1","1"
"山东药玻","600529","2003-12-31","1","1"
"山东药玻","600529","2004-12-31","2","2"
